date,tmax,tmin,tmean,rh_mean,wind_speed_max,pressure_mean,solar_radiation_sum,cloud_cover_mean,tdb,rh,wind_speed,solar_radiation_wm2,cloud_fraction,wet_bulb_temperature,globe_temperature,tmrt,utci,wbgt
2015-01-13,21.2,8.1,14.0,75,15.5,965.4,16.03,50,14.0,75.0,4.305555555555555,185.53240740740742,0.5,11.22858279685097,17.738339552238806,38.241706979177195,15.070977648173539,12.807675868243441
2015-01-14,21.1,10.2,14.3,72,12.9,964.8,13.79,26,14.3,72.0,3.5833333333333335,159.60648148148147,0.26,11.186876029078535,18.34439724919094,38.16198754970674,16.812135846800068,12.929692670193162
2015-01-15,18.3,7.9,12.4,79,6.9,968.1,13.9,41,12.4,79.0,1.9166666666666667,160.87962962962962,0.41,10.12879904624329,17.022866465863455,33.09588740842764,18.055972700156534,11.734732625542994
2015-01-16,19.0,7.8,12.9,70,9.0,968.4,15.2,10,12.9,70.0,2.5,175.9259259259259,0.1,9.665915781954222,18.470987654320986,40.2234471466021,18.98352608517085,11.750338578232153
2015-01-17,20.2,7.8,13.7,68,8.4,968.6,16.46,21,13.7,68.0,2.3333333333333335,190.50925925925927,0.21,10.198352969807528,19.512697285353532,41.084991570427405,20.160464848022183,12.411386535935975
2015-01-18,20.6,6.3,13.8,65,8.7,967.9,16.57,0,13.8,65.0,2.4166666666666665,191.7824074074074,0.0,9.971082079703166,20.264575530586768,44.287117151967436,20.94321734695923,12.41267256190957
2015-01-19,20.7,7.1,13.8,68,8.9,967.4,16.6,6,13.8,68.0,2.4722222222222223,192.12962962962965,0.06,10.290891784847206,20.03528500619579,43.62790000795161,20.69720522740893,12.590681250632203
2015-01-20,20.8,8.3,14.2,68,18.3,967.6,16.76,30,14.2,68.0,5.083333333333333,193.9814814814815,0.3,10.661046681046171,18.28803948576676,42.46805897814954,14.754328324462097,12.54034057388567
2015-01-21,21.3,11.4,15.5,76,16.9,968.5,13.4,46,15.5,76.0,4.694444444444444,155.09259259259258,0.46,12.76014336960457,18.579632282712513,36.458378517732456,15.156728708786362,14.198026815265703
2015-01-22,19.0,12.6,15.3,87,14.1,968.1,8.35,93,15.3,87.0,3.9166666666666665,96.6435185185185,0.93,13.802084406466175,16.74965277777778,24.83471676617188,13.268448305190235,14.541389640081878
2015-01-23,18.0,12.1,14.7,87,8.3,968.5,9.08,74,14.7,87.0,2.305555555555556,105.09259259259258,0.74,13.215376541298028,16.965684410646386,26.091110584484795,16.76642372767827,14.113900461037895
2015-01-24,18.1,9.6,13.3,76,8.5,969.2,13.47,52,13.3,76.0,2.361111111111111,155.90277777777777,0.52,10.672030039178281,17.21816037735849,32.67519650562423,17.349774320958293,12.244053102896496
2015-01-25,19.0,7.7,13.7,72,9.4,969.0,14.61,39,13.7,72.0,2.611111111111111,169.0972222222222,0.39,10.624313028019527,18.171202098540146,36.46329003799582,18.128653425501817,12.441259539321699
2015-01-26,17.8,11.6,14.1,74,9.2,968.7,11.34,67,14.1,74.0,2.5555555555555554,131.25,0.67,11.21517733970649,16.987982536764704,29.165715396463213,16.246120472287203,12.658220645147484
2015-01-27,18.1,9.2,13.3,68,9.8,968.5,16.12,28,13.3,68.0,2.7222222222222223,186.57407407407408,0.28,9.828197341660841,18.494544364508393,39.87567075199422,18.529171590231982,11.908647012064268
2015-01-28,16.8,6.8,11.4,66,11.0,967.4,17.54,7,11.4,66.0,3.0555555555555554,203.00925925925924,0.07,7.872030045326158,17.479777298850575,43.888638992945005,17.509046216646187,10.146376491498426
2015-01-29,18.6,4.3,11.1,65,9.3,967.9,17.82,0,11.1,65.0,2.5833333333333335,206.25,0.0,7.498577371803664,17.89945054945055,44.4720275642772,18.743768473335344,9.938894270152673
2015-01-30,19.1,5.1,11.9,59,9.7,970.0,17.95,0,11.9,59.0,2.694444444444444,207.75462962962962,0.0,7.631244494290247,18.650150421179305,45.4722776148285,19.146110169605123,10.261901230239033
